This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,stnid
"KDRT","DEL RIO INTL",-100.9236,29.3747,304,"ASOS","KDRT"
"KDSM","DES MOINES I",-93.6661,41.5378,291,"ASOS","KDSM"
"KDSV","DANSVILLE MU",-77.7144,42.5694,201,"ASOS","KDSV"
"KDTL","DETROIT LAKE",-95.8800,46.8300,426,"ASOS","KDTL"
"KDTN","SHREVEPORT D",-93.7447,32.5425,54,"ASOS","KDTN"
"KDTO","DENTON (ASOS",-97.1989,33.2061,195,"ASOS","KDTO"
"KDTS","DESTIN",-86.4675,30.3933,6,"ASOS","KDTS"
"KDTW","DETROIT METR",-83.3308,42.2314,194,"ASOS","KDTW"
"KDUA","DURANT",-96.3944,33.9422,213,"ASOS","KDUA"
"KDUC","HALLIBURTON",-97.9600,34.4708,339,"ASOS","KDUC"
"KDUG","DOUGLAS BISB",-109.6036,31.4692,1266,"ASOS","KDUG"
"KDUH","LAMBERTVILLE",-83.6553,41.7358,204,"ASOS","KDUH"
"KDUJ","DU BOIS (AWO",-78.9000,41.1800,554,"ASOS","KDUJ"
"KDUX","MOORE COUNTY",-102.0131,35.8581,1129,"ASOS","KDUX"
"KDVL","DEVILS LAKE(",-98.9200,48.1200,443,"ASOS","KDVL"
"KDVN","QUAD CITIES/",-90.5914,41.6139,229,"ASOS","KDVN"
"KDVO","GNOSS FIELD",-122.5561,38.1436,1,"ASOS","KDVO"
"KDVP","SLAYTON MUNI",-95.7825,43.9867,495,"ASOS","KDVP"
"KDVT","DEER VALLEY/",-112.0656,33.6903,450,"ASOS","KDVT"
"KDWH","HOUSTON/D.W.",-95.5561,30.0675,46,"ASOS","KDWH"
"KDXR","DANBURY MUNI",-73.4844,41.3717,139,"ASOS","KDXR"
"KDXX","MADISON",-96.1778,44.9861,330,"ASOS","KDXX"
"KDYL","DOYLESTOWN A",-75.1225,40.3300,120,"ASOS","KDYL"
"KDYR","DYERSBURG(AW",-89.4000,36.0000,103,"ASOS","KDYR"
"KDYS","DYESS AFB/AB",-99.8569,32.4200,545,"ASOS","KDYS"
"KDYT","DULUTH (SKY",-92.0433,46.7219,186,"ASOS","KDYT"
"KE38","ALPINE-CASPA",-103.6836,30.3842,1376,"ASOS","KE38"
"KEAR","KEARNEY MUNI",-99.0000,40.7300,649,"ASOS","KEAR"
"KEAT","WENATCHEE/PA",-120.2069,47.3989,381,"ASOS","KEAT"
"KEAU","EAU CLAIRE C",-91.4850,44.8653,277,"ASOS","KEAU"
"KEBG","EDINBURG INT",-98.1294,26.4419,24,"ASOS","KEBG"
"KEBS","WEBSTER CITY",-93.8700,42.4300,342,"ASOS","KEBS"
"KECG","ELIZABETH CI",-76.1828,36.2631,3,"ASOS","KECG"
"KECU","EDWARDS COUN",-100.1739,29.9469,723,"ASOS","KECU"
"KEDE","EDENTON",-76.5672,36.0278,6,"ASOS","KEDE"
"KEDW","EDWARDS AFB",-117.8800,34.9000,702,"ASOS","KEDW"
"KEED","NEEDLES AIRP",-114.6233,34.7661,300,"ASOS","KEED"
"KEEN","KEENE/DILLAN",-72.2700,42.9000,149,"ASOS","KEEN"
"KEEO","MEEKER",-107.8897,40.0422,1948,"ASOS","KEEO"
"KEET","ALABASTER",-86.7817,33.1783,178,"ASOS","KEET"
"KEFD","HOUSTON/ELLI",-95.1700,29.6000,10,"ASOS","KEFD"
"KEFT","MONROE",-89.5908,42.6150,331,"ASOS","KEFT"
"KEGE","EAGLE CO. RE",-106.9200,39.6500,1993,"ASOS","KEGE"
"KEGV","EAGLE RIVER",-89.2692,45.9317,501,"ASOS","KEGV"
"KEHA","ELKHART (AWO",-101.9000,37.0000,1099,"ASOS","KEHA"
"KEHO","SHELBY MUNIC",-81.6011,35.2556,258,"ASOS","KEHO"
"KEKN","ELKINS/RANDO",-79.8528,38.8853,605,"ASOS","KEKN"
"KEKO","ELKO",-115.7917,40.8250,1568,"ASOS","KEKO"
"KEKQ","WAYNE COUNTY",-84.8561,36.8553,294,"ASOS","KEKQ"
"KELD","EL DORADO/GO",-92.8133,33.2208,84,"ASOS","KELD"
"KELM","ELMIRA/CORNI",-76.9028,42.1564,291,"ASOS","KELM"
"KELN","ELLENSBURG/B",-120.5292,47.0336,536,"ASOS","KELN"
"KELO","ELY MUNI (AW",-91.8300,47.8200,443,"ASOS","KELO"
"KELP","EL PASO INTL",-106.3758,31.8111,1206,"ASOS","KELP"
"KELY","ELY/YELLAND",-114.8453,39.2950,1907,"ASOS","KELY"
"KELZ","WELLSVILLE M",-77.9844,42.1075,647,"ASOS","KELZ"
"KEMP","EMPORIA MUNI",-96.1939,38.3289,367,"ASOS","KEMP"
"KEMV","EMPORIA-GREE",-77.4828,36.6869,39,"ASOS","KEMV"
"KEND","VANCE AFB/EN",-97.9200,36.3300,398,"ASOS","KEND"
"KENV","WENDOVER (AU",-114.0300,40.7300,1292,"ASOS","KENV"
"KENW","KENOSHA",-87.9381,42.5950,226,"ASOS","KENW"
"KEOK","KEOKUK MUNI",-91.4300,40.4700,205,"ASOS","KEOK"
"KEPH","EPHRATA MUNI",-119.5158,47.3075,389,"ASOS","KEPH"
"KEQY","MONROE",-80.6206,35.0169,207,"ASOS","KEQY"
"KERI","ERIE INTL AI",-80.1825,42.0800,223,"ASOS","KERI"
"KERV","KERRVILLE MU",-99.0800,29.9800,493,"ASOS","KERV"
"KERY","NEWBERRY",-85.4572,46.3111,265,"ASOS","KERY"
"KESC","ESCANABA (AW",-87.0300,45.7500,187,"ASOS","KESC"
"KESF","ALEXANDRIA/E",-92.2903,31.3950,34,"ASOS","KESF"
"KEST","ESTHERVILLE",-94.7472,43.4011,401,"ASOS","KEST"
"KETB","WEST BEND",-88.1281,43.4222,270,"ASOS","KETB"
"KETH","WHEATON NDB",-96.5000,45.7000,313,"ASOS","KETH"
"KEUG","EUGENE/MAHLO",-123.2144,44.1333,111,"ASOS","KEUG"
"KEVM","EVELETH MUNI",-92.5000,47.4000,421,"ASOS","KEVM"
"KEVV","EVANSVILLE R",-87.5203,38.0431,127,"ASOS","KEVV"
"KEVW","EVANSTON/BUR",-111.0306,41.2731,2183,"ASOS","KEVW"
"KEWB","NEW BEDFORD",-70.9569,41.6753,24,"ASOS","KEWB"
"KEWK","NEWTON (AWOS",-97.2800,38.0500,467,"ASOS","KEWK"
"KEWN","NEW BERN/CRA",-77.0472,35.0675,5,"ASOS","KEWN"
"KEWR","NEWARK INTL",-74.1694,40.6825,5,"ASOS","KEWR"
"KEXX","LEXINGTON_DA",-80.3039,35.7811,223,"ASOS","KEXX"
"KEYE","EAGLE CREEK",-86.2958,39.8250,250,"ASOS","KEYE"
"KEYF","ELIZABETHTOW",-78.5833,34.6000,40,"ASOS","KEYF"
"KEYW","KEY WEST INT",-81.7536,24.5536,1,"ASOS","KEYW"
"KEZF","SHANNON ARPT",-77.4500,38.2700,26,"ASOS","KEZF"
"KF05","WILBARGER CO",-99.2839,34.2256,386,"ASOS","KF05"
"KFAF","FORT EUSTIS/",-76.6200,37.1300,4,"ASOS","KFAF"
"KFAM","FARMINGTON A",-90.4300,37.7700,288,"ASOS","KFAM"
"KFAR","FARGO/HECTOR",-96.8111,46.9253,274,"ASOS","KFAR"
"KFAT","FRESNO AIR T",-119.7194,36.7800,101,"ASOS","KFAT"
"KFAY","FAYETTEVILLE",-78.8800,34.9894,57,"ASOS","KFAY"
"KFBG","FORT BRAGG/S",-78.9300,35.1300,74,"ASOS","KFBG"
"KFBL","FARIBAULT MU",-93.3200,44.3300,322,"ASOS","KFBL"
"KFCA","KALISPELL/GL",-114.2636,48.3042,906,"ASOS","KFCA"
"KFCM","MINNEAPOLIS/",-93.4703,44.8322,287,"ASOS","KFCM"
"KFCS","FORT CARSON/",-104.7700,38.6800,1789,"ASOS","KFCS"
"KFDK","FREDERICK MU",-77.3744,39.4175,92,"ASOS","KFDK"
"KFDR","FREDERICK",-98.9831,34.3444,382,"ASOS","KFDR"
"KFDY","FINDLAY(AWOS",-83.6686,41.0136,248,"ASOS","KFDY"
"KFEP","FREEPORT",-89.5822,42.2464,262,"ASOS","KFEP"
"KFET","FREMONT MUNI",-96.5200,41.4500,367,"ASOS","KFET"
"KFFA","FIRST FLIGHT",-75.6714,36.0183,4,"ASOS","KFFA"
"KFFC","PEACHTREE CI",-84.5669,33.3553,246,"ASOS","KFFC"
"KFFL","FAIRFIELD",-91.9800,41.0500,244,"ASOS","KFFL"
"KFFM","FERGUS FALLS",-96.1500,46.2800,361,"ASOS","KFFM"
"KFFO","WRIGHT-PATER",-84.0500,39.8300,251,"ASOS","KFFO"
"KFFT","CAPITAL CITY",-84.9033,38.1847,245,"ASOS","KFFT"
"KFGN","FLAG ISLAND",-94.8800,49.3200,328,"ASOS","KFGN"
"KFHR","FRIDAY HARBO",-123.0253,48.5203,33,"ASOS","KFHR"
"KFHU","SIERRA VISTA",-110.3444,31.5886,1438,"ASOS","KFHU"
"KFIG","CLEARFIELD-L",-78.4117,41.0467,462,"ASOS","KFIG"
"KFIT","FITCHBURG",-71.7558,42.5519,106,"ASOS","KFIT"
"KFKA","PRESTON/FILL",-92.1797,43.6767,389,"ASOS","KFKA"
"KFKL","FRANKLIN(AWO",-79.8700,41.3800,469,"ASOS","KFKL"
"KFKN","FRANKLIN/J B",-76.9000,36.7000,12,"ASOS","KFKN"
"KFKS","FRANKFORT DO",-86.2008,44.6253,193,"ASOS","KFKS"
"KFLD","FOND DU LAC",-88.4864,43.7700,246,"ASOS","KFLD"
"KFLL","FT LAUDERDAL",-80.1525,26.0681,3,"ASOS","KFLL"
"KFLO","FLORENCE REG",-79.7308,34.1878,45,"ASOS","KFLO"
"KFLP","FLIPPIN (AWO",-92.4700,36.3000,350,"ASOS","KFLP"
"KFLV","FORT LEAVENW",-94.9200,39.3700,235,"ASOS","KFLV"
"KFME","FORT MEADE /",-76.7667,39.0833,46,"ASOS","KFME"
"KFMH","OTIS ANGB",-70.5200,41.6500,40,"ASOS","KFMH"
"KFMN","FARMINGTON R",-108.2292,36.7436,1677,"ASOS","KFMN"
"KFMY","FORT MYERS/P",-81.8625,26.5842,5,"ASOS","KFMY"
"KFNB","FALLS CITY/B",-95.5919,40.0789,300,"ASOS","KFNB"
"KFNL","FORT COLLINS",-105.0200,40.4500,1529,"ASOS","KFNL"
"KFNT","FLINT/BISHOP",-83.7494,42.9667,238,"ASOS","KFNT"
"KFOA","FLORA",-88.4531,38.6650,144,"ASOS","KFOA"
"KFOD","FORT DODGE (",-94.1800,42.5500,355,"ASOS","KFOD"
"KFOE","TOPEKA/FORBE",-95.6506,38.9414,329,"ASOS","KFOE"
"KFOK","WESTHAMPTON",-72.6206,40.8508,20,"ASOS","KFOK"
"KFOZ","BIGFORK",-93.6503,47.7828,411,"ASOS","KFOZ"
"KFPK","CHARLOTTE/FI",-84.8114,42.5744,271,"ASOS","KFPK"
"KFPR","FT PIERCE/ST",-80.3767,27.4981,8,"ASOS","KFPR"
"KFQD","RUTHERFORDTO",-81.9350,35.4283,329,"ASOS","KFQD"
"KFRG","FARMINGDALE/",-73.4169,40.7342,24,"ASOS","KFRG"
"KFRI","FT RILEY/MAR",-96.7700,39.0500,325,"ASOS","KFRI"
"KFRM","FAIRMONT MUN",-94.4200,43.6500,354,"ASOS","KFRM"
"KFSD","SIOUX FALLS/",-96.7536,43.5769,435,"ASOS","KFSD"
"KFSE","FOSSTON(AWOS",-95.7700,47.5900,389,"ASOS","KFSE"
"KFSI","FORT SILL",-98.4000,34.6500,362,"ASOS","KFSI"
"KFSM","FORT SMITH M",-94.3650,35.3336,142,"ASOS","KFSM"
"KFST","FORT STOCKTO",-102.9167,30.9119,917,"ASOS","KFST"
"KFSW","FORT MADISON",-91.3300,40.6700,221,"ASOS","KFSW"
"KFTK","FORT KNOX/GO",-85.9700,37.9000,230,"ASOS","KFTK"
"KFTW","FORT WORTH/M",-97.3642,32.8253,216,"ASOS","KFTW"
"KFTY","ATLANTA/FULT",-84.5244,33.7775,256,"ASOS","KFTY"
"KFUL","FULLERTON MU",-117.9847,33.8719,29,"ASOS","KFUL"
"KFVE","FRENCHVILLE",-68.3072,47.2850,301,"ASOS","KFVE"
"KFVX","FARMVILLE",-78.4300,37.3500,125,"ASOS","KFVX"
"KFWA","FORT WAYNE/B",-85.1953,40.9783,248,"ASOS","KFWA"
"KFWC","FAIRFIELD",-88.4128,38.3786,133,"ASOS","KFWC"
"KFWN","SUSSEX_AIRPO",-74.6231,41.2003,128,"ASOS","KFWN"
"KFWS","DFW NEXRAD",-97.3000,32.5700,233,"ASOS","KFWS"
"KFXE","FORT LAUDERD",-80.1833,26.2000,4,"ASOS","KFXE"
"KFYJ","MIDDLE PENIN",-76.7647,37.5211,7,"ASOS","KFYJ"
"KFYV","FAYETTEVILLE",-94.1678,36.0103,381,"ASOS","KFYV"
"KFZY","OSWEGO COUNT",-76.3881,43.3508,145,"ASOS","KFZY"
"KGAD","GADSDEN MUNI",-86.0800,33.9700,173,"ASOS","KGAD"
"KGAG","GAGE/SHATTUC",-99.7689,36.2967,677,"ASOS","KGAG"
"KGBD","GREAT BEND (",-98.8700,38.3500,575,"ASOS","KGBD"
"KGBG","GALESBURG MU",-90.4311,40.9381,233,"ASOS","KGBG"
"KGCC","GILLETTE (AM",-105.5419,44.3394,1330,"ASOS","KGCC"
"KGCD","GRANT COUNTY",-118.9625,44.4042,1127,"ASOS","KGCD"
"KGCK","GARDEN CITY",-100.7244,37.9275,881,"ASOS","KGCK"
"KGCM","CLAREMORE RG",-95.4797,36.2944,221,"ASOS","KGCM"
"KGDB","GRANITE FALL",-95.5561,44.7533,319,"ASOS","KGDB"
"KGDJ","GRANBURY MUN",-97.8169,32.4444,237,"ASOS","KGDJ"
"KGDP","GUADALUPE PA",-104.8089,31.8311,1661,"ASOS","KGDP"
"KGDV","GLENDIVE(AWO",-104.8000,47.1300,749,"ASOS","KGDV"
"KGED","GEORGETOWN/S",-75.3625,38.6900,15,"ASOS","KGED"
"KGEG","SPOKANE INTL",-117.5278,47.6214,723,"ASOS","KGEG"
"KGEV","JEFFERSON(NC",-81.4200,36.4300,969,"ASOS","KGEV"
"KGEY","GREYBULL/SOU",-108.0758,44.5158,1199,"ASOS","KGEY"
"KGEZ","SHELBYVILLE",-85.8047,39.5831,245,"ASOS","KGEZ"
"KGFA","MALMSTROM AF",-111.1800,47.5000,1075,"ASOS","KGFA"
"KGFK","GRAND FORKS",-97.1825,47.9481,257,"ASOS","KGFK"
"KGFL","GLEN FALLS/W",-73.6106,43.3411,100,"ASOS","KGFL"
"KGGG","LONGVIEW/GRE",-94.7139,32.3906,111,"ASOS","KGGG"
"KGGI","GRINNELL REG",-92.7350,41.7092,307,"ASOS","KGGI"
"KGGW","GLASGOW INTL",-106.6214,48.2139,699,"ASOS","KGGW"
"KGHW","GLENWOOD (AS",-95.3200,45.6500,425,"ASOS","KGHW"
"KGIF","WINTER HAVEN",-81.7575,28.0606,44,"ASOS","KGIF"
"KGJT","GRAND JUNCTI",-108.5386,39.1339,1481,"ASOS","KGJT"
"KGKJ","MEADVILLE",-80.2147,41.6264,427,"ASOS","KGKJ"
"KGKY","ARLINGTON (W",-97.0958,32.6639,192,"ASOS","KGKY"
"KGLD","GOODLAND/REN",-101.6931,39.3675,1114,"ASOS","KGLD"
"KGLE","GAINESVILLE",-97.1969,33.6514,256,"ASOS","KGLE"
"KGLH","GREENVILLE M",-90.9856,33.4828,40,"ASOS","KGLH"
"KGLR","GAYLORD/OSTE",-84.6889,45.0164,404,"ASOS","KGLR"
"KGLS","GALVESTON/SC",-94.8642,29.2703,2,"ASOS","KGLS"
"KGMJ","GROVE MUNI A",-94.7386,36.6053,254,"ASOS","KGMJ"
"KGMU","GREENVILLE D",-82.3461,34.8461,319,"ASOS","KGMU"
"KGNA","GRAND MARAIS",-90.3400,47.7500,186,"ASOS","KGNA"
"KGNC","GAINES COUNT",-102.6528,32.6753,1010,"ASOS","KGNC"
"KGNR","GREENVILLE (",-69.5800,45.4700,316,"ASOS","KGNR"
"KGNT","GRANTS-MILAN",-107.9022,35.1653,1988,"ASOS","KGNT"
"KGNV","GAINESVILLE",-82.2756,29.6919,46,"ASOS","KGNV"
"KGOK","GUTHRIE",-97.4075,35.8519,327,"ASOS","KGOK"
"KGON","GROTON/NEW L",-72.0494,41.3275,3,"ASOS","KGON"
"KGOP","CITY-COUNTY",-97.7969,31.4214,276,"ASOS","KGOP"
"KGOV","GRAYLING AAF",-84.7289,44.6803,353,"ASOS","KGOV"
"KGPI","KALISPELL/GL",-114.2636,48.3042,906,"ASOS","KGPI"
"KGPM","GRAND_PRAIRI",-97.0467,32.6986,180,"ASOS","KGPM"
"KGPT","GULFPORT-BIL",-89.0808,30.4119,8,"ASOS","KGPT"
"KGPZ","GRAND RAPIDS",-93.5200,47.2200,413,"ASOS","KGPZ"
"KGRB","GREEN BAY/ST",-88.1367,44.4794,211,"ASOS","KGRB"
"KGRD","GREENWOOD CO",-82.1547,34.2472,192,"ASOS","KGRD"
"KGRF","FORT LEWIS/G",-122.5800,47.0800,92,"ASOS","KGRF"
"KGRI","GRAND ISLAND",-98.3125,40.9583,562,"ASOS","KGRI"
"KGRK","FORT HOOD/GR",-97.8300,31.0700,309,"ASOS","KGRK"
"KGRR","GRAND RAPIDS",-85.5228,42.8808,242,"ASOS","KGRR"
"KGSB","SEYMOUR-JOHN",-77.9700,35.3300,33,"ASOS","KGSB"
"KGSH","GOSHEN MUNIC",-85.7867,41.5261,252,"ASOS","KGSH"
"KGSO","GREENSBORO/P",-79.9436,36.0975,282,"ASOS","KGSO"
"KGSP","GREENVILLE/S",-82.2208,34.8839,296,"ASOS","KGSP"
"KGTB","FORT DRUM/WH",-75.7300,44.0500,207,"ASOS","KGTB"
"KGTF","GREAT FALLS",-111.3822,47.4733,1120,"ASOS","KGTF"
"KGTR","GOLDEN TRI(A",-88.5800,33.4500,80,"ASOS","KGTR"
"KGTU","GEORGETOWN (",-97.6800,30.6800,240,"ASOS","KGTU"
"KGUC","GUNNISON CO.",-106.9300,38.5300,2339,"ASOS","KGUC"
"KGUP","GALLUP MUNI/",-108.7894,35.5111,1973,"ASOS","KGUP"
"KGUS","GRISSOM AFB/",-86.1500,40.6500,247,"ASOS","KGUS"
"KGUY","GUYMON",-101.5053,36.6817,952,"ASOS","KGUY"
"KGVL","GAINSVILLE",-83.8303,34.2719,388,"ASOS","KGVL"
"KGVT","GREENVILLE/M",-96.0700,33.0700,163,"ASOS","KGVT"
"KGVW","RICHARDS-GEB",-94.5614,38.8350,332,"ASOS","KGVW"
"KGWO","GREENWOOD/LE",-90.0836,33.4925,47,"ASOS","KGWO"
"KGWW","GOLDSBORO-WA",-77.9650,35.4606,40,"ASOS","KGWW"
"KGXY","GREELEY/WELD",-104.6300,40.4300,1420,"ASOS","KGXY"
"KGYB","GIDDINGS-LEE",-96.9800,30.1692,148,"ASOS","KGYB"
"KGYI","GRAYSON COUN",-96.6736,33.7142,228,"ASOS","KGYI"
"KGYL","GLENCOE (WAS",-94.0811,44.7561,302,"ASOS","KGYL"
"KGZH","EVERGREEN",-87.0481,31.4189,78,"ASOS","KGZH"
"KHAI","THREE RIVERS",-85.5933,41.9597,251,"ASOS","KHAI"
"KHAO","HAMILTON-FAI",-84.5208,39.3614,193,"ASOS","KHAO"
"KHBG","HATTIESBURG",-89.2531,31.2650,46,"ASOS","KHBG"
"KHBI","ASHEBORO MUN",-79.8950,35.6539,205,"ASOS","KHBI"
"KHBR","HOBART MUNIC",-99.0525,34.9894,476,"ASOS","KHBR"
"KHBV","JIM HOGG COU",-98.7369,27.3494,202,"ASOS","KHBV"
"KHCD","HUTCHINSON (",-94.3800,44.8700,323,"ASOS","KHCD"
"KHCO","HALLOCK",-96.9431,48.7528,250,"ASOS","KHCO"
"KHDC","HAMMOND MUNI",-90.4175,30.5208,13,"ASOS","KHDC"
"KHDE","BREWSTER FIE",-99.3300,40.4500,705,"ASOS","KHDE"
"KHDN","HAYDEN/YAMPA",-107.2200,40.4800,2012,"ASOS","KHDN"
"KHDO","HONDO MUNICI",-99.1742,29.3594,283,"ASOS","KHDO"
"KHEF","MANASSAS MUN",-77.5200,38.7200,59,"ASOS","KHEF"
"KHEI","HETTINGER",-102.6497,46.0106,824,"ASOS","KHEI"
"KHFD","HARTFORD/BRA",-72.6517,41.7350,5,"ASOS","KHFD"
"KHGR","HAGERSTOWN R",-77.7300,39.7058,214,"ASOS","KHGR"
"KHHF","CANADIAN / H",-100.4000,35.9000,730,"ASOS","KHHF"
"KHHR","HAWTHORNE MU",-118.3319,33.9236,19,"ASOS","KHHR"
"KHIB","HIBBING-CHIS",-92.8389,47.3867,412,"ASOS","KHIB"
"KHIE","WHITEFIELD (",-71.5525,44.3661,327,"ASOS","KHIE"
"KHIF","HILL AFB/OGD",-111.9700,41.1200,1459,"ASOS","KHIF"
"KHIO","PORTLAND/HIL",-122.9544,45.5481,62,"ASOS","KHIO"
"KHJH","HEBRON MUNIC",-97.5869,40.1522,447,"ASOS","KHJH"
"KHJO","HANFORD",-119.6289,36.3186,74,"ASOS","KHJO"
"KHKA","BLYTHEVILLE",-89.8325,35.9389,78,"ASOS","KHKA"
"KHKS","JACKSON/HAWK",-90.2225,32.3347,104,"ASOS","KHKS"
"KHKY","HICKORY REGI",-81.3822,35.7422,362,"ASOS","KHKY"
"KHLC","HILL CITY MU",-99.8297,39.3747,678,"ASOS","KHLC"
"KHLG","WHEELING/OHI",-80.6444,40.1703,364,"ASOS","KHLG"
"KHLN","HELENA REGIO",-111.9636,46.6056,1180,"ASOS","KHLN"
"KHLR","FT HOOD AAF/",-97.7200,31.1500,283,"ASOS","KHLR"
"KHLX","HILLSVILLE",-80.8200,36.7700,834,"ASOS","KHLX"
"KHMN","HOLLOMAN AFB",-106.1000,32.8500,1248,"ASOS","KHMN"
"KHNB","HUNTINGBURG",-86.9500,38.2500,161,"ASOS","KHNB"
"KHND","LAS VEGAS, H",-115.1328,35.9764,749,"ASOS","KHND"
"KHNR","HARLAN_MUNIC",-95.3397,41.5844,375,"ASOS","KHNR"
"KHNZ","HENDERSON-OX",-78.5292,36.3617,161,"ASOS","KHNZ"
"KHON","HURON REGION",-98.2283,44.3881,392,"ASOS","KHON"
"KHOP","FORT CAMPBEL",-87.5000,36.6700,174,"ASOS","KHOP"
"KHOT","HOT SPRINGS",-93.0961,34.4781,165,"ASOS","KHOT"
"KHOU","HOUSTON/WILL",-95.2825,29.6375,14,"ASOS","KHOU"
"KHPN","WHITE PLAINS",-73.7075,41.0669,134,"ASOS","KHPN"
"KHQM","HOQUIAM/BOWE",-123.9200,46.9711,4,"ASOS","KHQM"
"KHQU","THOMSON-MCDU",-82.5164,33.5297,152,"ASOS","KHQU"
"KHQZ","MESQUITE MET",-96.5306,32.7469,136,"ASOS","KHQZ"
"KHRI","HERMISTON",-119.2611,45.8258,194,"ASOS","KHRI"
"KHRJ","ERWIN/HARNET",-78.7336,35.3786,60,"ASOS","KHRJ"
"KHRL","HARLINGEN IN",-97.6553,26.2297,10,"ASOS","KHRL"
"KHRO","HARRISON/BOO",-93.1547,36.2617,416,"ASOS","KHRO"
"KHRT","HURLBURT FIE",-86.6800,30.4300,12,"ASOS","KHRT"
"KHRX","HEREFORD MUN",-102.3264,34.8578,1154,"ASOS","KHRX"
"KHSB","HARRISBURG",-88.5492,37.8114,121,"ASOS","KHSB"
"KHSE","HATTERAS (AS",-75.6225,35.2322,5,"ASOS","KHSE"
"KHSI","HASTINGS MUN",-98.4258,40.6006,595,"ASOS","KHSI"
"KHSP","HOT SPRINGS/",-79.8300,37.9500,1156,"ASOS","KHSP"
"KHST","HOMESTEAD AF",-80.3800,25.4800,2,"ASOS","KHST"
"KHSV","HUNTSVILLE/M",-86.7856,34.6436,192,"ASOS","KHSV"
"KHTL","HOUGHTON LAK",-84.6742,44.3511,350,"ASOS","KHTL"
"KHTS","HUNTINGTON/T",-82.5550,38.3650,252,"ASOS","KHTS"
"KHUF","TERRE HAUTE/",-87.3253,39.4417,178,"ASOS","KHUF"
"KHUL","HOULTON INTL",-67.7919,46.1231,149,"ASOS","KHUL"
"KHUT","HUTCHINSON M",-97.8606,38.0681,470,"ASOS","KHUT"
"KHVN","NEW HAVEN/TW",-72.8872,41.2639,4,"ASOS","KHVN"
"KHVR","HAVRE (AMOS)",-109.7633,48.5428,789,"ASOS","KHVR"
"KHWD","HAYWARD AIR",-122.1183,37.6608,14,"ASOS","KHWD"
"KHWO","HOLLYWOOD/N.",-80.2411,25.9989,2,"ASOS","KHWO"
"KHWV","BROOKHAVEN A",-72.8689,40.8217,25,"ASOS","KHWV"
"KHWY","WARRENTON-FA",-77.7106,38.5864,102,"ASOS","KHWY"
"KHYA","HYANNIS/POLA",-70.2697,41.6719,15,"ASOS","KHYA"
"KHYI","SAN MARCOS (",-97.8647,29.8936,182,"ASOS","KHYI"
"KHYR","HAYWARD",-91.4503,46.0206,370,"ASOS","KHYR"
"KHYS","HAYS MUNI (A",-99.2700,38.8500,609,"ASOS","KHYS"
"KHYX","SAGINAW COUN",-83.8625,43.4333,183,"ASOS","KHYX"
"KHZX","ISEDOR IVERS",-93.3097,46.6189,374,"ASOS","KHZX"
"KHZY","ASHTABULA (W",-80.6967,41.7794,281,"ASOS","KHZY"
"KIAB","MCCONNELL AF",-97.2700,37.6200,418,"ASOS","KIAB"
"KIAD","WASHINGTON/D",-77.4475,38.9347,95,"ASOS","KIAD"
"KIAG","NIAGARA FALL",-78.9453,43.1072,180,"ASOS","KIAG"
"KIAH","HOUSTON/INTE",-95.3639,29.9925,29,"ASOS","KIAH"
"KIBM","KIMBALL MUNI",-103.6775,41.1881,1501,"ASOS","KIBM"
"KICL","CLARINDA",-95.0300,40.7200,303,"ASOS","KICL"
"KICT","WICHITA/CONT",-97.4294,37.6472,406,"ASOS","KICT"
"KIDA","IDAHO FALLS/",-112.0661,43.5208,1445,"ASOS","KIDA"
"KIEN","PINE RIDGE",-102.5231,43.0256,1015,"ASOS","KIEN"
"KIER","NATTCHITOCHE",-93.0992,31.7358,37,"ASOS","KIER"
"KIGM","KINGMAN (AMO",-113.9331,35.2578,1050,"ASOS","KIGM"
"KIGQ","CHICAGO/LANS",-87.5322,41.5400,188,"ASOS","KIGQ"
"KIGX","CHAPEL HILL/",-79.0642,35.7667,155,"ASOS","KIGX"
"KIIB","INDEPENDENCE",-91.9333,42.4500,298,"ASOS","KIIB"
"KIJD","WILLIMANTIC",-72.1836,41.7419,75,"ASOS","KIJD"
"KIJX","JACKSONVILLE",-90.2386,39.7742,190,"ASOS","KIJX"
"KIKK","GREATER KANK",-87.8464,41.0714,192,"ASOS","KIKK"
"KIKV","ANKENY",-93.5658,41.6900,275,"ASOS","KIKV"
"KILE","KILLEEN MUNI",-97.6800,31.0800,258,"ASOS","KILE"
"KILG","WILMINGTON A",-75.6008,39.6728,24,"ASOS","KILG"
"KILL","WILLMAR/RICE",-95.0800,45.1200,344,"ASOS","KILL"
"KILM","WILMINGTON/N",-77.9061,34.2683,9,"ASOS","KILM"
"KILN","WILMINGTON",-83.7792,39.4283,328,"ASOS","KILN"
"KIML","IMPERIAL MUN",-101.6200,40.5200,998,"ASOS","KIML"
"KIMT","IRON MOUNTAI",-88.1089,45.8142,360,"ASOS","KIMT"
"KIND","INDIANAPOLIS",-86.2819,39.7250,243,"ASOS","KIND"
"KINJ","HILLSBORO MU",-97.0972,32.0836,209,"ASOS","KINJ"
"KINK","WINK/WINKLER",-103.2014,31.7797,860,"ASOS","KINK"
"KINL","INTERNATIONA",-93.3978,48.5619,361,"ASOS","KINL"
"KINT","WINSTON-SALE",-80.2247,36.1333,295,"ASOS","KINT"
